
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
         8        52     -1.750585E-14      6.705660E-16      3.629347E-15     -4.247968E-15      1.025776E-03      4.479263E-15	
         9        52     -1.721047E-14      3.809078E-15     -1.508568E-15     -4.851061E-15      4.567050E-04     -4.828370E-15	
        10        52     -9.226597E-15      3.732600E-15     -5.030539E-15     -2.071145E-15     -3.469803E-04     -1.046078E-14	
        11        52      2.597580E-15      1.813697E-15     -5.264495E-15      1.876737E-15     -9.724182E-04     -1.079967E-14	
        12        52      1.289706E-14      9.313293E-17     -2.954553E-15      3.319888E-15     -1.098315E-03     -7.371741E-15	
        13        52      1.668183E-14     -1.790641E-16     -1.029279E-15      1.714540E-15     -6.599957E-04      6.432724E-16	
        14        52      1.037651E-14      4.611394E-16      9.811587E-17      7.859516E-16      1.173700E-04      1.129350E-14	
        15        52     -5.416348E-15      1.133902E-15      1.796458E-15      2.007654E-15      8.344415E-04      1.917797E-14	
        16        52     -2.696234E-14      1.418854E-15      5.269414E-15      4.048243E-15      1.122852E-03      2.193861E-14	
        17        52      0.000000E+00      0.000000E+00      2.961983E-20      0.000000E+00      0.000000E+00      0.000000E+00	
        18        52      1.103864E-15      9.589101E-16     -1.507325E-15     -2.524517E-15      3.827086E-04     -1.628174E-15	
        19        52      2.154277E-15      2.268955E-15     -5.245581E-15     -5.443580E-15      5.688159E-04     -5.016594E-16	
        20        52      1.311255E-15      4.317895E-15     -1.105461E-14     -6.092665E-15      4.627165E-04      9.684388E-16	
        21        52      1.303383E-16      6.462854E-15     -1.652430E-14     -3.933617E-15      1.189149E-04      1.406165E-15	
        22        52     -1.469194E-16      7.322171E-15     -1.905266E-14     -2.925179E-16     -2.859745E-04      6.433285E-16	
        23        52     -4.862883E-16      7.331575E-15     -1.650918E-14      5.116468E-15     -5.439559E-04      1.754758E-16	
        24        52     -8.351848E-16      6.075759E-15     -9.603230E-15      8.914391E-15     -5.225015E-04     -4.422309E-16	
        25        52      3.080983E-16      4.422600E-15     -7.633051E-17      1.007615E-14     -2.326326E-04     -8.608399E-16	
        26        52      1.406548E-15      2.850957E-15      9.166730E-15      8.263604E-15      1.767420E-04      3.285677E-17	
        27        52      8.776568E-16      1.367483E-15      1.573423E-14      4.112138E-15      4.953224E-04      2.254409E-15	
        28        52     -1.096603E-15     -2.666791E-16      1.829738E-14      2.887013E-16      5.594506E-04      1.927654E-15	
        29        52     -1.567754E-15     -2.027880E-15      1.664263E-14     -3.311949E-15      3.361832E-04     -1.024930E-15	
        30        52     -2.399653E-16     -4.283838E-15      1.104345E-14     -6.778561E-15     -5.978496E-05     -1.823887E-15	
        31        52      8.094313E-16     -6.437602E-15      2.379783E-15     -9.428817E-15     -4.250410E-04      5.166911E-17	
        32        52      3.722099E-16     -8.136393E-15     -7.841377E-15     -9.670781E-15     -5.719491E-04      1.201907E-15	
        33        52     -2.696234E-14      1.418854E-15      5.269414E-15      4.048243E-15      5.298699E-15     -9.293380E-16	
        34        52     -2.771949E-14      1.090679E-15     -3.211771E-16     -2.991052E-16      4.465065E-15     -9.846983E-16	
        35        52     -2.360134E-14      3.273487E-17     -4.364478E-15     -2.625887E-15      2.858994E-15     -8.205237E-16	
        36        52     -1.400172E-14     -1.100560E-15     -6.186205E-15      1.717526E-15      5.075030E-16     -4.014772E-16	
        37        52     -6.235913E-16     -1.328677E-15     -5.799741E-15     -2.079247E-15     -1.250308E-15      5.605555E-16	
        38        52      1.254960E-14     -1.618738E-16     -4.193819E-15      5.503799E-16     -1.959553E-15      1.457181E-15	
        39        52      2.374048E-14      1.127745E-15     -1.573193E-15      4.459612E-15     -3.062886E-15      5.966752E-16	
        40        52      3.046926E-14      1.377001E-15      2.178784E-15     -2.900165E-15     -3.971677E-15     -4.633552E-16	
        41        52      3.248621E-14      2.835878E-16      6.091191E-15     -3.397020E-15     -3.783437E-15     -1.672355E-15	
        42        52      2.990023E-14     -1.214020E-15      9.010212E-15     -1.122269E-15     -2.302929E-15     -8.859764E-16	
        43        52      2.235586E-14     -8.254734E-16      9.563139E-15      5.854192E-15      7.099778E-16      1.240911E-15	
        44        52      1.041114E-14      6.953025E-16      7.071098E-15      2.922903E-15      3.452475E-15      1.567408E-15	
        45        52     -3.215470E-15      1.297022E-15      2.518100E-15     -4.720676E-15      4.574330E-15      1.680127E-16	
        46        52     -1.532617E-14      5.665271E-16     -2.413985E-15     -5.654023E-15      4.330916E-15     -1.110869E-15	
        47        52     -2.462378E-14     -3.817276E-16     -6.011179E-15      2.130575E-15      2.600943E-15     -8.355537E-16	
        48        52     -3.040780E-14     -3.921430E-16     -7.236613E-15      6.780214E-15      5.853468E-16     -1.302244E-16	
        49        52     -3.105219E-14     -1.064949E-15     -6.905949E-15      1.671447E-15     -8.049303E-16     -1.596403E-15	
        50        52     -2.596427E-14     -2.158563E-15     -5.628571E-15     -5.155982E-15     -1.436904E-15     -4.372345E-16	
        51        52     -1.675306E-14     -7.295414E-16     -3.600250E-15     -5.382604E-15     -2.591106E-15      2.550395E-15	
        52        52     -6.411390E-15      1.800377E-15     -5.330264E-16      2.839890E-15     -3.433603E-15      2.135866E-15	
        53        52      3.502410E-15      2.567092E-15      2.654275E-15      5.510083E-15     -2.905911E-15     -4.436948E-16	
        54        52      1.266693E-14      1.579200E-15      4.890955E-15      7.888917E-16     -1.112777E-15     -1.422972E-15	
        55        52      2.017548E-14      7.343256E-16      5.782932E-15     -3.997671E-15      1.819360E-16     -1.127833E-15	
        56        52      2.477169E-14     -2.244627E-16      5.224294E-15     -2.059944E-15      1.232210E-15     -1.717599E-15	
        57        52      2.589001E-14     -2.156252E-15      3.251676E-15     -2.966280E-15      2.097666E-15     -2.475377E-15	
        58        52      2.331287E-14     -4.095453E-15      4.100859E-16      8.173311E-15      2.552465E-15     -6.895941E-16	
        59        52      1.778088E-14     -3.494354E-15     -2.236039E-15      2.918480E-15      1.911376E-15      2.138921E-15	
        60        52      1.037115E-14     -3.552907E-16     -4.264534E-15     -4.974881E-15      1.979516E-15      3.917429E-15	
        61        52      1.662094E-15      3.283084E-15     -6.023663E-15     -6.283291E-15      1.878093E-15      3.133473E-15	
        62        52     -8.074371E-15      4.647302E-15     -7.237470E-15     -1.332425E-15      8.871922E-16     -5.762962E-16	
        63        52     -1.857874E-14      1.971988E-15     -7.598149E-15      9.408772E-15      7.517126E-17     -4.544348E-15	
        64        52     -2.661765E-14     -3.418087E-15     -7.508078E-15      7.477000E-15      2.113416E-16     -5.135561E-15	
        65        52     -3.007907E-14     -8.136393E-15     -7.841377E-15     -9.670781E-15      6.555399E-16     -3.842749E-15	
         1        53      0.000000E+00      0.000000E+00      2.782032E-20      0.000000E+00      0.000000E+00      0.000000E+00	
         2        53     -2.055864E-17     -7.317808E-17     -1.462698E-17     -2.389981E-17     -3.827086E-04      2.132868E-17	
         3        53     -5.956631E-17     -1.036702E-16     -2.595867E-17     -3.129761E-17     -5.688159E-04      8.931604E-17	
         4        53     -1.333054E-16     -1.527279E-17     -3.406761E-17      2.687064E-17     -4.627165E-04     -1.840066E-17	
         5        53     -9.533389E-17      5.286777E-17     -2.763223E-17     -1.047643E-17     -1.189149E-04     -1.053060E-16	
         6        53      2.548763E-18      6.583906E-17     -1.358112E-17     -1.667090E-19      2.859745E-04     -1.065909E-16	
         7        53      1.091811E-16      6.863205E-17      1.365008E-17      3.072174E-17      5.439559E-04     -8.367062E-17	
         8        53      1.266700E-16      1.437757E-17     -1.231486E-17     -1.773856E-17      5.225015E-04      5.049485E-17	
         9        53      8.063701E-17     -4.912779E-17      1.044965E-17      5.232776E-17      2.326326E-04      6.424912E-17	
        10        53      6.460533E-17     -4.809178E-17      2.785336E-17      5.110559E-17     -1.767420E-04      3.858465E-17	
        11        53      3.513389E-19     -5.903098E-17      5.849995E-17      6.966401E-18     -4.953224E-04      6.891068E-17	
        12        53     -1.120730E-16     -2.401553E-18      3.447528E-17     -3.048063E-17     -5.594506E-04      8.985726E-17	
        13        53     -1.203794E-16      3.349719E-17      1.595942E-17     -1.886385E-17     -3.361832E-04     -2.239297E-17	
        14        53      3.011940E-18      4.097756E-17      4.598941E-18      1.239997E-17      5.978496E-05     -1.224523E-16	
        15        53      1.243012E-16      6.673409E-18      2.533168E-18     -3.330687E-18      4.250410E-04     -7.523350E-17	
        16        53      1.625992E-16     -4.286180E-17     -3.660885E-17     -5.615868E-17      5.719491E-04      1.258201E-17	
        17        53      0.000000E+00      0.000000E+00      2.022484E-20      0.000000E+00      0.000000E+00      0.000000E+00	
        18        53      6.223032E-18      1.455681E-17     -8.430296E-18     -5.921491E-17     -7.513345E-04     -2.090653E-17	
        19        53      6.382311E-19     -4.679585E-18     -2.617881E-17      2.675306E-17     -1.116701E-03      5.147092E-17	
        20        53     -2.620381E-17     -4.287875E-17     -6.919714E-18      1.926039E-17     -9.084062E-04      5.089119E-17	
        21        53     -5.422089E-17     -9.012319E-17     -1.064059E-17     -3.788700E-18     -2.334540E-04     -1.550047E-17	
        22        53     -4.795432E-17     -7.319389E-17     -6.604084E-18      4.305831E-17      5.614259E-04     -5.412206E-17	
        23        53      1.356005E-17     -5.296615E-17      3.776727E-18      2.922559E-17      1.067895E-03     -2.035564E-17	
        24        53      6.386833E-17     -4.984653E-17      1.879616E-17      1.954258E-17      1.025776E-03     -2.124315E-17	
        25        53      7.144945E-17     -2.611674E-17      2.030221E-18     -1.596650E-17      4.567050E-04      1.656353E-17	
        26        53      2.065155E-17     -1.673841E-17     -8.668926E-18     -1.298462E-17     -3.469803E-04      5.434801E-17	
        27        53     -4.642068E-17     -3.829291E-17     -1.193555E-17     -7.695333E-18     -9.724182E-04      2.286486E-17	
        28        53     -4.612351E-17     -6.117812E-18     -3.610934E-17     -2.100637E-17     -1.098315E-03     -4.705065E-17	
        29        53     -9.537522E-18      4.701494E-17     -1.724526E-17     -7.248596E-18     -6.599957E-04     -2.149487E-17	
        30        53     -1.218981E-17      1.017270E-16     -1.653102E-17      2.001549E-17      1.173700E-04     -1.177145E-17	
        31        53      1.454216E-17      7.866322E-17      1.538877E-18      1.500008E-17      8.344415E-04     -4.961798E-17	
        32        53      3.202705E-17      9.467246E-18     -9.784538E-18     -3.525832E-17      1.122852E-03     -5.745566E-18	
        33        53      1.625992E-16     -4.286180E-17     -3.660885E-17     -5.615868E-17     -3.609759E-17     -1.186114E-17	
        34        53      1.857978E-16     -7.474703E-17     -8.571102E-18      8.451475E-18      2.395826E-17      1.894297E-17	
        35        53      1.926382E-16     -7.949170E-17     -5.346772E-18      1.463355E-17      1.039430E-17     -2.094929E-17	
        36        53      8.998248E-17     -6.089139E-17      3.826510E-18      4.902913E-18      1.795071E-17      1.895773E-17	
        37        53     -4.696116E-17     -9.689029E-18     -1.123352E-17      6.331340E-18      3.321716E-17      6.401756E-17	
        38        53     -1.172040E-16     -1.087459E-18     -8.132797E-18      1.131743E-17     -1.225887E-17     -7.179307E-17	
        39        53     -1.910342E-16     -5.366939E-17     -2.358197E-18     -2.519067E-17      1.714907E-17      7.411799E-18	
        40        53     -2.304181E-16     -4.144987E-17     -7.376325E-18      4.183962E-17     -5.100877E-18      4.442145E-17	
        41        53     -2.217248E-16      2.693110E-17     -1.566355E-17      3.412147E-18      2.868522E-17      5.722176E-17	
        42        53     -1.844775E-16      2.942597E-17     -3.241342E-17      1.169986E-17      2.891856E-17     -3.966984E-17	
        43        53     -1.446992E-16     -1.390625E-17     -4.043017E-17     -3.143213E-17      1.391723E-17     -2.871409E-17	
        44        53     -4.293239E-17     -4.774435E-17     -2.345057E-17     -3.780555E-20      1.175054E-17      1.210795E-17	
        45        53      3.539406E-17     -2.615827E-17     -1.074630E-17      5.321016E-18     -3.603906E-21      9.081789E-18	
